County,Population,incidenceRate,medIncome,povertyPercent,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PctMarriedHouseholds,PctNoHS18_24,PctHS18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctUnemployed16_Over,PctPrivateCoverage,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,deathRate
"Polk County, North Carolina",20366,423.9,45464,14.7,50.9,48.9,53.4,2.3,53.52258361,15,30.2,9.2,27.2,18.6,8.8,68,35.6,41.3,17.1,91.42519801,5.086830324,0.122989128,1.972745609,156.1
"Rawlins County, Kansas",2506,444.5,44932,11.8,50.9,48.7,52.4,2.07,53.38283828,29.1,28.5,2.5,30.8,18.6,2.3,77.6,40.8,35.1,12.4,97.40667976,0.353634578,0.117878193,0.47151277,177.8
"Republic County, Kansas",4725,385.3,42381,12.7,50.9,50,51.7,2.07,48.87912088,20.2,23.6,12.7,35.1,13.4,3.8,74.7,42,36.9,15.4,97.66957969,0.145651269,0.582605077,0,154.1
"Bayfield County, Wisconsin",14977,369.9,44395,13.6,50.8,50.5,51.1,2.16,52.79664691,14.2,28.8,4.5,30.2,18.9,7.2,65.9,37.2,44.1,21,86.37873754,0.664451827,0.445182724,0.252491694,171.7
"Boyd County, Nebraska",2006,384.9,39964,13.9,50.8,50,51.6,2.15,54.86631016,11,28,0,41.5,14.5,1.1,69.4,25,37.6,16.1,97.00833742,0.83374203,0,0.294261893,135.2
"Cavalier County, North Dakota",3828,406.8,54057,9,50.8,50,51.3,2.17,60.08018328,10.1,20.2,29.8,27.6,13.9,0.8,86.6,42.3,29.8,8.1,96.19537275,0.077120823,0.334190231,0,170.7
"Lincoln County, Montana",19052,460.7,36734,19.2,50.8,50.7,50.8,2.21,50.94274147,26.7,32.6,9.3,33.6,12.9,13.1,55.5,28.6,43.2,20.5,95.96111082,0.05171433,0.553343331,0.160314423,174.6
"Nye County, Nevada",42477,533.8,42881,16.8,50.8,50.8,50.8,2.42,52.18339358,32.3,41.2,3.3,35.6,9.2,13.4,53.1,30.2,48.2,25,85.66334311,2.564222874,1.431085044,5.158944282,213.5
"Calaveras County, California",44828,413.9,53321,13.7,50.7,50,51.4,2.45,54.85049834,15,35.3,6.3,27.6,14.4,12.1,66.6,36.8,43.4,19.2,92.05441508,0.583018741,0.897982889,1.188375366,157.4
"Indian River County, Florida",147919,430.4,47548,14.7,50.7,48.7,52.2,2.44,49.97492434,22.4,36.2,5.3,30.3,16.4,12.2,59.5,27.6,45.1,20.6,86.17375723,9.246426722,1.192026094,1.493007434,167.3
"Martin County, Florida",156283,409.8,55472,12.1,50.7,49,52.4,2.39,50.7538094,18.6,32.9,8,26.1,19.8,9.7,64.9,34.2,40.6,17.8,87.11028723,5.595503543,1.114218991,4.081511485,146.5
"Ozark County, Missouri",9409,389.4,31025,22.3,50.7,50.7,50.8,2.22,52.49232223,29.4,36.3,0,44.2,7.5,12.6,51.6,25.2,52.1,27,96.49785048,0.167767642,0,0.450875537,190.2
"Smith County, Kansas",3704,394,41303,13.5,50.7,50.3,50.9,2.21,56.26874625,10,37.2,4.8,35.3,13,3.2,76,31.2,39.1,15.4,97.48663102,0.427807487,0.160427807,0.053475936,157.6
"Gillespie County, Texas",25963,414,52814,12.5,50.6,48.2,52,2.36,56.71740569,15,39,5.8,26.6,22.7,6.8,63.1,31.3,39.4,17.5,94.77124183,0.338609339,0.192928577,1.866288684,157.5
"Mariposa County, California",17531,396.8,47781,16.2,50.6,50.6,50.6,2.29,55.46630361,25.7,28.8,8,28.5,13.8,11.6,68.6,42.9,41.3,18.6,87.56534937,1.07931868,1.298555287,2.636460734,147.6
"Clay County, North Carolina",10703,463.1,37072,18.5,50.5,49.9,51.6,2.33,57.09251101,27.2,42.5,0,29.3,12.3,12.3,55.3,25.1,46.6,23,97.7759009,0.525525526,0.121996997,1.210585586,163.6
"Mason County, Texas",4032,307.6,42820,14.8,50.5,48.2,53.2,2.37,51.98366394,30.9,41.3,0,34.7,15.3,6.8,54.4,21.2,38.1,17.7,90.75258239,0.024594196,3.123462863,3.000491884,187.2
"Price County, Wisconsin",13645,451.2,42659,13,50.5,50,51.1,2.03,51.85074627,8.1,56.2,2.2,41.6,12.2,4.6,67.5,40.7,44.8,21.8,96.77536232,0.347826087,0.543478261,0.079710145,170.1
"Elk County, Kansas",2605,539.8,36471,17.4,50.4,49.1,52.2,2.1,52.14968153,6.5,59.7,4.8,35.3,11.8,5.3,66,36.2,45.5,20.3,94.37197167,0.782705926,0.409988818,0.447260529,215.9
"Lincoln County, New Mexico",19420,363.9,39995,20.1,50.4,48.4,51.1,2.33,47.57636514,24.2,26,9,26.6,19.5,7.3,54.5,26.7,51.7,27.8,85.7006673,0.622146405,0.18062315,8.499322663,123.4
"Lincoln County, Oregon",47038,449.9,40226,18.8,50.4,48.5,51.6,2.22,47.15063697,21.1,47.4,4.9,28.1,14,7.9,56.3,28,46.3,23.8,88.08337109,0.334433728,1.223380154,2.619371265,199.9
"Sabine County, Texas",10368,423.1,35701,19,50.4,50.6,50.2,2.73,51.19894598,21.1,44.6,0,44.8,7.7,12.1,47.7,18.6,51.5,24.8,90.24904215,8.783524904,0.143678161,0.172413793,199.9
"Carroll County, New Hampshire",47285,481.8,57556,10.7,50.3,49.3,51,2.22,54.68263699,14.8,44.4,3.4,31.4,20,5.8,70,40.2,36.4,13.4,97.39650201,0.359901501,0.599835834,0.027360933,168.8
"Daniels County, Montana",1760,444,47376,10.8,50.3,46,54.3,1.99,48.15242494,14.4,44,0,31.2,17.6,2.6,78.8,42,33.5,11.7,98.17974972,0,0.170648464,0.910125142,197.5
"Lake of the Woods County, Minnesota",3923,431.8,44727,10.7,50.3,51.3,48.7,2.4,51.32470733,12.9,62.5,5.8,44.8,12.4,4.8,69.4,41.1,40.1,19.4,94.27703216,0.582425931,0.911623196,0,172.7
"Trinity County, California",13069,455.5,34961,19.9,50.3,50.1,50.5,2.38,48.08533917,23.7,50.1,10.6,31,15,9,44.8,24.7,49.5,30.2,85.32116952,1.129140806,1.50302849,3.559410753,189.4
"Clearwater County, Idaho",8496,439.7,41304,16.6,50.2,47.5,51.9,2.05,54.5504386,29,32,0,34,12.1,7.3,62,30,45.1,19.1,94.04205607,0.163551402,0.443925234,0.759345794,164.7
"Fannin County, Georgia",24303,448.7,37813,19.6,50.2,49.6,50.5,2.48,53.35436383,25.1,30.5,5.1,38.8,10.2,12,52.2,26.5,46.1,26.7,96.84525314,0.269564485,0.509645354,0.021059725,182.8
"Lake County, Minnesota",10631,411.3,52381,10.5,50.2,50,50.5,2.06,54.17731472,13.3,41.9,4.8,36.2,15.5,4.8,71.9,44.3,42.5,19.8,97.03255814,0.111627907,0,0.446511628,164.5
"Noble County, Ohio",14326,355.1,43953,16.3,50.2,50.6,49,2.45,59.02578797,30.3,34,0,52.1,5.7,7,64.3,42.7,42.1,21,92.60408051,5.714088779,0,0.46870692,122.5
"Steele County, North Dakota",1956,341.9,59408,7.1,50.2,51.5,48.8,2.09,54.11392405,12.3,40,3.8,30.9,16.3,4,84.8,38.8,29.8,7.9,99.646286,0,0,0.353713997,117.6
"Clallam County, Washington",73486,480.2,47185,16.2,50.1,47.8,52.1,2.27,47.16324511,20.7,34.4,4,27.9,14.8,9.9,63.5,33.1,45.6,21,88.08928547,0.917165076,1.480724339,0.821857259,181.3
"Cottle County, Texas",1426,342.6,32722,20.9,50.1,40.8,54.4,2.38,56.22047244,15,20,0,30.9,11.6,7.5,44.9,21.4,47.7,26.4,83.24503311,10.46357616,0,3.509933775,192.3
"Transylvania County, North Carolina",33211,396.8,44490,16.2,50.1,48.6,52.8,2.31,56.36203995,16.2,31.9,2.9,28.4,17.4,6.9,62.8,28,41.9,17.1,90.33041788,3.914601555,0.622570457,2.857750243,137
"Amador County, California",37001,469.8,54610,12.9,50,47.9,52.6,2.36,55.32495512,21.5,38.2,2.6,27,14.7,14,69.7,39.7,44.7,19.4,86.51439384,2.311123125,1.454250574,4.119475605,166.6
"Brunswick County, North Carolina",122765,419.2,47387,15.7,50,48.7,51,2.34,55.00782632,16.8,43.4,6.6,27.3,16.8,11.4,62.7,32,44.1,20.2,83.43598502,10.80344358,0.63920087,2.236771734,169.2
"Cherokee County, North Carolina",27178,457.2,34620,21,50,47.9,51.3,2.51,53.94637462,15,28.5,5.5,33.2,11.6,8.4,51.8,24.6,47.3,24.4,93.69924701,1.616713421,0.369112653,0.668093902,179.9
"Schoolcraft County, Michigan",8173,439.1,39539,17.6,50,49.5,50.2,2.38,50.62883884,16.7,53.8,0.9,46.8,9.3,15.6,60,33.4,49.7,24.8,86.92084942,0.49469112,1.472007722,0.180984556,213.7
"Cameron County, Pennsylvania",4732,560.4,40257,14.2,49.9,48.3,51.3,2.2,45.52995392,11.1,47.1,9.2,48.7,11.7,4.5,71.1,44,44.4,18.2,97.98726638,0.616142945,0.123228589,0.123228589,159.6
"Franklin County, Nebraska",2985,339.4,44794,13.6,49.9,49,50.8,2.15,58.33924769,6.9,35.8,3.4,37.1,14.6,3.5,70.8,30.9,39.5,17.7,98.13204509,0.128824477,0.193236715,0,119.2
"Oneida County, Wisconsin",35567,514.4,49040,12.6,49.9,48.9,51,2.33,55.73650625,11,45.1,5.8,34.3,15.5,6.3,71.8,41.6,41.2,17.5,96.32289008,0.737665835,0.628278125,0.266457241,185.3
"Perkins County, South Dakota",3019,426.4,39936,15.2,49.9,50.5,49.3,2.21,54.28790199,18.5,34.8,8.1,37.6,13.4,4.5,72.1,33.1,33.9,13,96.71251258,0.10063737,0,0.16772895,209.6
"Camden County, Missouri",44237,399.4,44410,17.5,49.8,49.9,49.7,2.6,60.04896107,17.7,39.4,2.6,36,13.6,9.1,59.6,29.7,41.9,19.7,96.46914199,0.507660437,0.703439798,0.705716302,152.7
"Garfield County, Washington",2219,293.6,46404,14.2,49.8,50.4,47.7,2.3,58.13221406,11,32.9,8.5,29.4,19.6,7.4,62.8,34.8,44.9,21.6,97.44394619,0,1.210762332,0,115
"Graham County, Kansas",2591,335,45341,12,49.8,49,51.9,2.12,53.2889259,19.2,21.9,17.9,32.7,20,2.4,77,37.2,38.8,12.8,91.90127266,3.085229464,1.195526417,0,134
"Lac qui Parle County, Minnesota",6856,364,48245,10.4,49.8,47.8,51.6,2.24,55.75048733,23.3,33.7,4.5,38.3,13.6,3.7,78.6,38.5,38.4,14,96.95286914,0.626512886,0.811618966,0.128150363,145.6
"Lincoln County, Maine",33969,436.6,47905,11.7,49.8,48.5,51,2.25,50.57139016,20.9,38.5,11.5,32.1,18.7,4.2,65.3,37.1,42.9,18.2,97.3357536,0.117109732,1.159386345,0.014638716,170.6
"Pamlico County, North Carolina",12781,499.4,43097,17.9,49.8,47.8,51.3,2.36,55.41340462,21.3,35.5,0.6,32.2,12.7,9.7,61.4,27.7,45.6,20.1,75.19642582,19.03404714,0.261901094,1.209366816,151.3
"Piscataquis County, Maine",16931,478.1,36994,20.3,49.8,49.5,50.1,2.24,48.82454509,16,42,3.5,40.5,11.9,10.5,53.8,30.9,50.6,25.8,96.57262765,0.37304733,0.466309163,0.32058755,194
"Sedgwick County, Colorado",2399,364,44562,13.9,49.8,49.4,49.9,2.44,49.00105152,27.1,25.4,1.7,35.1,14.7,6.4,60.2,31.4,45.7,22.7,91.71247357,1.226215645,1.226215645,1.691331924,133.8
"Sherman County, Oregon",1680,587.4,53277,14.2,49.8,47.5,51.3,2.22,46.76616915,18.8,49.4,6.3,36.7,12.7,7.9,59.9,31.4,40.7,18.6,91.86629526,0.557103064,0.222841226,0.222841226,180.4
"Cumberland County, Tennessee",58229,481.9,40839,16.6,49.7,48.2,50.9,2.35,54.13409439,11.9,52.8,5.6,38.3,11.3,9,60.2,28.2,49.1,21.6,97.03071969,0.593507963,0.415977722,0.182751719,182
"St. Clair County, Missouri",9440,372.7,33986,21.7,49.7,49.2,50.6,2.31,50.98381071,26.7,44.6,6.6,45.7,6.1,9.3,58,29.3,43.3,19.2,95.92436975,1.207983193,0.262605042,0.388655462,178.8
"Archuleta County, Colorado",12352,389.4,44508,14.7,49.6,48,51.6,2.25,56.39295088,20.1,44.8,2.2,26,23.5,8.2,51.8,24.3,42.8,23.6,87.36651881,0.903564975,0.747494661,7.548874651,105.2
"Cheyenne County, Kansas",2679,375,41797,11.5,49.6,46.4,52.5,2.09,52.77337559,21.4,18.5,12.7,31.5,16.9,1.9,79.7,39.3,33.5,9.7,94.7054437,0,1.15585384,3.243847875,150
"Flagler County, Florida",105392,444.8,51556,11.6,49.6,48.1,50.5,2.71,57.66982409,21.4,38.6,2.9,34.7,15.1,9.3,61.9,36.5,42.2,17.9,81.41253981,11.21220841,2.366470536,2.779238562,174.6
"Hot Springs County, Wyoming",4741,484.2,44427,10.9,49.6,48.1,50.1,2.15,48.76260312,15.7,7.1,4.5,30.8,13.1,3.3,65.1,34,40.7,16.5,96.46496153,0.249532127,0.332709503,0.519858598,163
"Meagher County, Montana",1830,573.8,36903,18,49.6,52.3,44.2,2.47,52.04755614,34.9,40.6,2.8,39.7,18.8,3.9,57.7,24.7,41.3,19.9,98.47207587,0,0.474183351,0,198.6
"Throckmorton County, Texas",1579,441.6,43618,14.2,49.6,50.1,49.4,2.17,50.64194009,15.7,54.2,6,31.3,17.2,2.6,56.4,28.6,40.5,20.1,97.08737864,0.194174757,0.517799353,0,200.7
"Antrim County, Michigan",23154,422.1,45743,13,49.5,48.6,50.2,2.38,58.22066261,25.4,27.6,5.7,33.7,15.8,9.7,64.6,35.4,45.7,21.8,96.07598745,0.322344952,0.275067692,0.709158895,167.7
"Columbia County, Washington",3944,476.2,45465,15.5,49.5,47.7,50.9,2.31,51.06761566,6.6,31.4,1.8,27.5,16.3,10.4,60.7,27.8,50.6,26.2,91.75231888,0.350965154,0.551516671,3.359237904,194.4
"Edwards County, Texas",1894,261,35554,22.5,49.5,50.7,49.1,2.54,53.54752343,32,46.7,0,28.8,20.8,4.9,57.8,37.9,42.7,15.6,97.58656873,0.157397692,0,2.203567681,122.6
"Harlan County, Nebraska",3452,445.6,46744,11.4,49.5,46.9,50.6,2.19,55.94855305,15.1,27.4,5.7,37.6,12.4,1.7,74.1,38.9,33.7,12,97.36842105,0.20242915,0.26026605,0.08675535,223.9
"Sherman County, Nebraska",3091,400.6,43883,12.1,49.5,47.7,50.5,2.21,53.95787945,11.9,14.8,14.2,42.3,10,3.1,75.6,44.3,35.3,14.8,97.90794979,1.223044738,0.193112327,0.418410042,187.4
"Douglas County, Nevada",47710,363,60322,10.3,49.4,48.7,50,2.37,56.13529501,17.3,38.6,5,24.7,16.4,8.5,70.7,39.6,35.8,12.9,89.15127277,0.554391756,1.305571426,3.49986246,145.2
"Greeley County, Kansas",1330,392.3,52795,10.8,49.4,48.7,49.9,2.46,64.68172485,4.8,0,40.3,30.3,20.4,2.1,81.9,42.7,28.8,10.5,87.17320261,0.89869281,0.326797386,8.905228758,156.9
"Park County, Colorado",16510,402.1,58487,9.4,49.4,49.7,49,2.2,53.94179533,16.9,41.4,13,25.5,20.4,5.6,71.8,45.9,28.1,15.2,95.8860955,0,0.963617271,0.148248811,137.9
"Pickett County, Tennessee",5146,483.4,31996,19.2,49.4,47.7,50.4,2.25,63.15789474,7.5,62.7,0,38.4,4.8,4.9,60.2,31.2,44.1,21.8,97.68491269,0.74553659,0,0,160
"Teller County, Colorado",23385,429.1,62380,9.5,49.4,49.4,49.3,2.42,59.71192986,17,48.1,1.9,24.8,18.6,8.2,67.2,43.6,34.4,19.4,94.28020566,1.075407027,1.036846615,1.18251928,145
"Valley County, Idaho",10103,410.8,49380,11.7,49.4,49.4,49.4,2.99,55.92848181,19.5,44.4,0,28.6,21.1,5.7,59.7,32.6,40.3,19.4,98.29218107,0.041152263,0.164609053,0.051440329,131.6
"Coke County, Texas",3238,448.8,41593,14.9,49.3,46.3,52.9,1.95,53.65396627,16.5,24.7,25.9,33.5,14.3,3.1,69.3,42.1,33.3,10.6,94.22483014,0.772081532,0.123533045,3.675108091,151.8
"Crawford County, Michigan",13801,416.1,41101,16.5,49.3,48.8,49.7,2.3,52.92240511,21.7,41,6.4,35.4,11.1,12,65.3,37,47.6,21.6,96.2504498,0.460597337,0.582943505,0.690896006,178.6
"Pend Oreille County, Washington",13088,459.4,42579,22.3,49.3,48.4,49.8,2.38,53.44699778,34.7,39.4,1.4,32.2,12,10.3,55.5,29.9,48.1,26.6,91.78747687,0.185070944,0.208204812,0.616903146,190.5
"Sawyer County, Wisconsin",16376,483.8,40701,17,49.3,49.1,49.6,2.19,51.33849708,29.4,36.5,4,34.5,14.6,9.8,57.9,32.9,48.4,27.4,78.21998423,0.691621671,0.43074683,0.588485106,208.5
"Big Stone County, Minnesota",5040,445,46495,12.8,49.2,47.6,50.4,2.18,56.35407537,43.3,20.7,6.1,42.4,13.4,3.3,76.1,35.3,38.7,14.9,98.03272302,0.194779899,0.077911959,0.116867939,178
"Chaffee County, Colorado",18658,392.2,48840,12.4,49.2,45.8,51.4,2.21,52.91387313,19.1,42.7,4.1,26.7,21.3,5.9,63,31.5,40.7,20.2,93.85548091,2.004478672,0.278551532,0.824731007,140.8
"Mohave County, Arizona",204737,444.9,37704,20.8,49.2,48.3,50,2.43,48.43873713,25.7,40.3,2.8,35.7,7.6,13.2,50.5,25,52.9,29.2,89.04564275,1.127054219,1.227859679,2.935159961,196.6
"Ness County, Kansas",3005,321.8,51923,10,49.2,46,51.9,2.18,57.1945047,31.1,27.4,17.8,35.9,15.5,2.7,77.2,42.6,35.5,14.1,96.880078,0.519987,0,1.527461813,128.7
"Nuckolls County, Nebraska",4329,431.1,43249,13.4,49.2,48,50.9,2.08,53.38491296,16.8,26.6,9,42.1,11.2,2.9,72.3,35.7,38.5,13.8,97.97312685,0.045547711,0.751537235,0.159416989,154.3
"Quitman County, Georgia",2302,527.2,29477,29.5,49.2,46.8,52.2,2.29,38.52216749,11.8,53.9,0,40.7,6.3,11.2,48.8,24.7,53.6,27.8,49.61306965,49.22613929,0.386930353,0,250
"Washburn County, Wisconsin",15552,472.2,42079,13.4,49.2,49.1,49.4,2.16,53.25584652,13.6,51.1,6.3,38.8,14.1,6.6,64.8,38,45.3,22.4,95.53503185,0.535031847,0.541401274,0.299363057,209.5
"Carbon County, Montana",10408,411.7,47520,12.7,49.1,49.2,49,2.27,51.54017857,24.1,36.9,6,28.4,20.4,3.9,68.9,39.8,34.2,14.5,96.42578886,0.009738995,0.243474873,0.798597585,129.1
"Chautauqua County, Kansas",3402,485.5,39120,16.4,49.1,46.8,51,2.21,53.43609505,19.1,42.7,1.7,36.1,13.2,5.1,62.5,34.2,43.2,20.1,88.38068182,0.568181818,0,0,194.2
"Cheboygan County, Michigan",25427,451.3,41930,16.1,49.1,48.2,50.1,2.26,54.62888711,11.4,46.3,2.7,39.4,11.8,13.9,60.2,30.9,48.2,23.3,93.1880109,0.67341378,0.354223433,0.09731413,184.5
"Henderson County, Illinois",6995,410.3,50999,11.7,49.1,49.2,49,2.26,52.84421461,16.5,34,2.7,44,11.2,7,76.1,47.7,37,14,97.62851463,0.085203067,0.624822494,0.170406135,178.2
"Keith County, Nebraska",8063,411.5,45192,12,49.1,47.7,49.8,2.06,51.08834827,12.6,42.2,7.4,34.5,14.2,2.8,69.6,36.4,36.4,15.1,96.47679843,0.576970292,0.417382765,0.196415419,161.3
"Marion County, Texas",10160,423.4,34452,23.1,49.1,49.4,48.5,2.26,51.3107775,19.8,37.5,5.9,37.6,8.7,8,50,29.9,42.9,22.1,74.74629196,22.92154567,1.619828259,0.087822014,205
"Pawnee County, Nebraska",2659,425,42977,12.2,49.1,46.9,50.9,2.13,54.32196669,31.4,15.1,24.4,45.3,10.8,4.6,70.5,33.6,35.1,10.6,99.08290536,0,0,0,171.1
"Pendleton County, West Virginia",7229,381.8,38204,16.7,49.1,47.4,50.3,2.35,54.86268174,25.9,41.3,3.6,46,7.3,4.9,59.8,31,45.3,24.1,95.9605512,2.728992164,0.040529587,0.108078898,139.8
"Rappahannock County, Virginia",7378,401.1,62800,9.3,49.1,48.9,49.2,2.26,58.75343721,13.1,47.2,3.7,25.6,19.9,2.9,68.1,39.9,31.5,13.1,92.38325932,4.185170233,0.807428341,0.309514197,149.6
"Trego County, Kansas",2927,444.8,46859,9.9,49.1,48.8,49.4,2.21,59.37019969,3.4,26.3,14.8,33.2,18.5,1,83.3,47.2,26.8,6.1,95.62860047,0.304981362,0.406641816,0.711623179,177.9
"Worcester County, Maryland",51540,499.8,55691,11.9,49.1,47,50.2,2.45,50.84003273,13.7,43.7,10.2,31.6,18.8,9.9,67.4,38.5,43.6,21.1,82.55206817,14.15011937,1.500417322,0.217395524,186.8
"Aransas County, Texas",25350,433.4,44551,17.5,49,48.3,50.1,2.46,55.79425738,23.3,38.4,3.7,30.9,12.5,6.8,54.3,28.5,42.4,22.9,88.6629343,1.683681871,1.663098963,2.136505846,194.6
"Costilla County, Colorado",3584,307.3,27882,28.5,49,47.6,52.2,2.46,44.81811942,22.8,34.4,0,27.4,8.3,14,41,20.6,57.5,31.2,92.96285954,0,0.781904496,2.094387043,116
"Lyon County, Kentucky",8306,482.7,43067,15.4,49,45.5,52.2,2.19,49.65944272,19.7,59,1.7,39,10.3,7.6,70.1,41.6,40.9,16.6,91.64484647,6.189002618,0.428469412,0.226136634,202
"Macon County, North Carolina",34201,440,37884,18.1,49,46.4,50.9,2.16,51.66065911,24.7,24.8,9.3,29.8,14.9,7.3,55.4,27.1,44.4,21.7,92.19316607,1.105575046,0.71936083,4.263097379,161.4
"Nevada County, California",98877,423.9,57118,11.4,49,47.5,50.5,2.38,51.86251311,13.4,28.8,5.2,20.2,21.6,9.8,66.7,35.1,39.1,17.3,92.36887491,0.487978087,1.435528051,1.705387035,144.9
"Ogemaw County, Michigan",20937,402.9,35968,21.4,49,48.5,49.8,2.22,49.31100276,28.6,27.9,4.7,40.9,7.5,12.4,60.1,31.5,51,24.2,96.80049006,0.310998021,0.560738856,0.259165017,177
"Stonewall County, Texas",1410,355.4,42780,15.5,49,45.3,52.4,2.35,56.89655172,9.1,36.4,0,37.5,11.4,6.9,56.1,27.7,46.7,23,89.03818953,4.101838755,0,2.899575672,172.6
"Talbot County, Maryland",37512,454.6,54836,11.7,49,48.2,49.6,2.3,50.68079601,16.1,39.3,15.9,27.9,18.2,6.7,72.1,38.4,40.1,16.2,82.23233419,11.88655785,1.481520675,0.703722321,161.9
"Gladwin County, Michigan",25164,475.7,39721,18.5,48.9,47.9,49.9,2.3,53.97810219,24.9,36.2,3.5,40.2,7.6,11,61.6,32.1,49.8,21.6,97.57656562,0.360770166,0.411748559,0.082349712,196.5
"Idaho County, Idaho",16272,375.5,39551,16.3,48.9,47.5,50.4,2.38,57.72444174,25.8,53.6,1.8,37.3,14.9,6.4,63.1,31.4,42.1,17.5,93.86341344,0.147130947,0.275870525,0.232957332,162
"Thayer County, Nebraska",5163,432.5,49517,10.7,48.9,47.6,50.9,2.15,59.54720205,21.5,22.7,9.2,37,14.8,1.7,74,39.3,36.1,16.8,97.10536472,0.057892706,0,0,120.2
"Essex County, Vermont",6163,492.7,35570,19.6,48.8,49,48.6,2.29,49.83339504,18.6,38.7,9.4,43.3,10.7,9.4,55.3,32.1,51.6,29.2,96.66505558,0.612212019,0.386660222,0.225551796,171.3
"Hand County, South Dakota",3348,348.6,51201,10,48.8,47.6,51.1,2.19,53.31125828,21,30.4,4.9,33.6,17,1.7,79.3,36.3,32,9.9,98.81481481,0,0.296296296,0,130.6
"Rush County, Kansas",3130,285.8,43083,12.1,48.8,48.1,49.8,2.1,49.39434724,22,20.6,14.5,33,12.8,5.6,75.2,45.4,33.5,13.6,98.14698492,0,0,0.06281407,114.3
"Alger County, Michigan",9383,419.3,45308,15.5,48.7,45.5,52,2.43,51.75792507,26.9,51.4,0.8,43.2,13.1,10.8,65.8,38.3,43.5,18.6,85.74292951,7.735331363,0.105529759,0.105529759,154.2
"Dickinson County, Iowa",17111,528.4,56551,7.4,48.7,46.4,50.4,2.14,56.29164531,17.4,22.6,8.9,29.6,19,3.8,77.2,41.4,37.2,14.8,97.73678317,0.306477279,0.22985796,0.176813815,156.1
"Hernando County, Florida",178439,447.5,40094,15.3,48.7,46.9,50,2.45,51.03190825,14.5,40.5,4.5,37.5,10.6,13.7,55.7,28.9,47.9,25.8,89.94216545,5.380157772,1.088044666,1.210463992,178.1
"Mineral County, Nevada",4478,635.8,40714,19,48.7,48,49.2,2.25,34.42211055,6.1,42.3,0,31.2,6.8,15.4,58.1,36.4,43.2,21.6,66.68856767,1.314060447,4.095488392,4.358300482,254.3
"Blanco County, Texas",11004,372.8,57177,12,48.6,47.8,49.2,2.55,60.61479347,13.1,22.6,15.5,30.7,19.7,6.4,64.8,37,32.7,12.7,92.84715098,0.606173645,0.484938916,2.471323324,154
"Charles City County, Virginia",7040,492.6,49768,13.1,48.6,47.6,49.4,2.47,45.2306625,11.3,41.6,4,39.3,7.2,8.2,67,44,36.3,18.4,42.03427929,48.21579095,0.266928913,0.182635572,214.2
"Gila County, Arizona",53159,339.2,37677,24.4,48.6,47.4,50.1,2.5,48.17064422,25,38.2,2.4,30,9.7,12.8,52,26.9,52.7,29.4,79.1441738,0.722279695,0.600018809,1.958055111,163.3
"Hamilton County, Texas",8159,423.4,41207,16.2,48.6,48,49.6,2.52,56.75931775,28.3,54.2,3.9,33.2,15.4,5.9,61.7,35.3,42.1,18.9,96.9634648,1.016210985,0.241954996,0.568594241,182.8
"Marquette County, Wisconsin",15075,471.9,43661,13,48.6,47.8,49.4,2.36,53.1743525,19.3,54.3,4,43.8,9,7.6,68.8,42.7,42.5,19.1,96.52575958,0.435931308,0.482166446,0.984147952,217.8
"Tuolumne County, California",53709,490.8,49476,14.3,48.6,46.4,51.1,2.28,50.57606289,16.7,28.6,3.5,29.7,13.7,12.9,64,36.3,46.2,21.3,88.05636199,1.832504299,1.377614231,3.08437656,159.9
"Baylor County, Texas",3618,458.2,36027,18.3,48.5,46.4,50,2.06,48.63609983,34.1,42.9,0,31.7,19.6,1.4,64.2,31,32.9,13.3,93.10915105,1.901874311,0,1.323042999,212.3
"Collier County, Florida",357305,346.3,58403,14.3,48.5,46.7,50.2,2.59,54.17744518,19.2,38.9,5.7,26.7,19.8,7.8,58.6,28.5,40.8,19.3,87.80061626,6.830142103,1.248933569,2.628624033,123.2
"LaMoure County, North Dakota",4125,370.5,53721,9.7,48.5,47.1,50.6,2.2,58.26086957,24.3,23.2,10.1,31.7,17.3,1.9,82,42.9,31.4,9.9,98.51689764,0.121565767,0,0.14587892,134.7
"Montgomery County, Arkansas",8970,400.3,34597,20.1,48.5,47.7,49.1,2.33,55.80678314,15.2,45.2,0.4,37.6,7.9,4.3,48.6,24.2,47,28.1,94.42209416,0.739371534,0.663259759,0.456670653,146.2
"Musselshell County, Montana",4582,587,39827,19.1,48.5,49,48.1,2.43,56.74013327,15.4,60.1,0,40.2,10.7,4.6,61.7,37.5,39.4,19.6,95.80375783,0.187891441,1.08559499,0,196.6
"Oliver County, North Dakota",1846,338.6,62010,10.6,48.5,45.8,49.6,2.3,66.16161616,11.6,35.7,8.9,30.3,13.7,3.6,80.1,41.4,27,7.8,92.52336449,0.329851567,0.164925783,1.209455745,137.6
"Osborne County, Kansas",3683,415.5,38848,12.9,48.5,46.5,49.7,2.08,50.90702948,18,22,15.6,36.3,15.1,4,74.6,38.9,34.8,13.6,97.67318879,0.396615547,1.05764146,0.105764146,166.2
"Stone County, Arkansas",12456,408.4,30010,24.4,48.5,47.4,50,2.4,52.9949436,13.1,42.2,5.4,35.4,9.5,7,48.5,20,54,27.9,96.72314578,0.039961637,0.239769821,0.223785166,171.7
